"","OB1","OB3","OB4","YB1","YB3","YB4"
"ENSMUSG00000102392",0,0,0,0,0,0
"ENSMUSG00000102393",0,0,0,0,0,0
"ENSMUSG00000102394",0,0,0,0,0,0
"ENSMUSG00000102395",0,0,0,0,0,0
"ENSMUSG00000102396",0,0,0,0,0,0
"ENSMUSG00000102397",0,0,0,0,0,0
"ENSMUSG00000102398",0,0,0,0,0,0
"ENSMUSG00000102399",1,0,0,1,0,0
"ENSMUSG00000102400",0,0,0,0,0,0
"ENSMUSG00000102401",0,0,0,0,0,0
"ENSMUSG00000102402",0,0,0,0,0,0
"ENSMUSG00000102403",0,0,0,0,0,0
"ENSMUSG00000102404",0,0,0,0,0,0
"ENSMUSG00000102405",0,0,0,0,0,0
"ENSMUSG00000102406",14,0,0,2,6,2
"ENSMUSG00000102407",0,0,0,0,0,0
"ENSMUSG00000102408",0,0,0,0,0,0
"ENSMUSG00000102409",0,0,0,0,0,0
"ENSMUSG00000102410",0,0,0,0,0,0
"ENSMUSG00000102411",1,1,2,22,0,18
"ENSMUSG00000102412",0,0,0,0,0,0
"ENSMUSG00000102413",0,0,0,0,0,0
"ENSMUSG00000102414",0,0,0,0,0,0
"ENSMUSG00000102415",0,0,0,0,0,0
"ENSMUSG00000102416",0,0,0,0,0,0
"ENSMUSG00000102417",0,0,0,0,0,0
"ENSMUSG00000102418",0,0,0,0,22,0
"ENSMUSG00000102419",0,0,0,0,78,0
"ENSMUSG00000102420",0,0,0,0,0,0
"ENSMUSG00000102421",0,0,0,0,0,0
"ENSMUSG00000102422",0,0,0,0,0,0
"ENSMUSG00000102423",0,0,0,0,0,0
"ENSMUSG00000102424",0,0,0,0,0,0
"ENSMUSG00000102425",0,126,0,0,0,48
"ENSMUSG00000102426",109,260,464,223,503,301
"ENSMUSG00000102427",0,0,0,0,0,0
"ENSMUSG00000102428",143,210,374,40,97,223
"ENSMUSG00000102429",0,0,0,0,0,0
"ENSMUSG00000102430",0,0,0,0,0,0
"ENSMUSG00000102431",0,0,0,0,0,0
"ENSMUSG00000102432",0,0,0,0,0,0
"ENSMUSG00000102433",0,0,0,0,0,3
"ENSMUSG00000102434",0,0,0,0,0,0
"ENSMUSG00000102435",0,0,0,0,0,0
"ENSMUSG00000102436",0,0,0,0,0,0
"ENSMUSG00000102437",0,0,0,0,16,0
"ENSMUSG00000102438",0,0,0,0,0,0
"ENSMUSG00000102439",0,0,0,0,0,0
"ENSMUSG00000102440",12,21,64,83,69,26
"ENSMUSG00000102441",0,0,0,0,0,0
"ENSMUSG00000102442",1,1,0,0,1,0
"ENSMUSG00000102443",0,0,0,0,0,0
"ENSMUSG00000102444",0,0,0,0,0,0
"ENSMUSG00000102445",0,0,0,0,0,0
"ENSMUSG00000102446",0,0,0,0,0,0
"ENSMUSG00000102447",1,0,0,0,0,0
"ENSMUSG00000102448",10,0,0,80,0,48
"ENSMUSG00000102449",0,0,0,0,0,0
"ENSMUSG00000102450",0,0,0,0,0,0
"ENSMUSG00000102451",6,0,0,0,0,0
"ENSMUSG00000102452",0,0,0,0,0,0
"ENSMUSG00000102453",0,0,0,0,0,0
"ENSMUSG00000102455",0,0,0,0,0,0
"ENSMUSG00000102456",0,0,0,0,0,0
"ENSMUSG00000102457",14,0,0,14,0,0
"ENSMUSG00000102458",0,0,0,0,0,0
"ENSMUSG00000102459",0,36,0,0,0,23
"ENSMUSG00000102460",46,36,20,67,44,13
"ENSMUSG00000102461",0,0,0,36,0,0
"ENSMUSG00000102462",0,0,0,0,0,0
"ENSMUSG00000102463",106,89,121,133,120,120
"ENSMUSG00000102464",0,0,0,0,0,0
"ENSMUSG00000102465",0,0,0,0,0,0
"ENSMUSG00000102466",0,0,0,21,0,50
"ENSMUSG00000102467",0,0,0,0,0,0
"ENSMUSG00000102468",0,0,0,0,0,0
"ENSMUSG00000102469",0,0,0,0,0,0
"ENSMUSG00000102470",0,0,0,0,0,0
"ENSMUSG00000102471",0,0,0,0,0,0
"ENSMUSG00000102473",0,0,0,0,0,0
"ENSMUSG00000102474",0,0,0,0,3,0
"ENSMUSG00000102475",0,0,0,0,0,0
"ENSMUSG00000102476",0,0,0,0,0,0
"ENSMUSG00000102477",0,0,0,0,0,0
"ENSMUSG00000102478",7,2,5,2,0,4
"ENSMUSG00000102479",0,0,0,0,0,0
"ENSMUSG00000102480",0,0,0,0,0,0
"ENSMUSG00000102481",0,0,0,0,0,0
"ENSMUSG00000102482",0,0,0,0,0,0
"ENSMUSG00000102483",0,1,0,0,0,0
"ENSMUSG00000102484",0,0,0,0,0,0
"ENSMUSG00000102485",0,0,0,0,0,0
"ENSMUSG00000102486",0,0,0,0,0,0
"ENSMUSG00000102487",0,0,0,0,0,0
"ENSMUSG00000102488",0,0,0,0,0,0
"ENSMUSG00000102489",0,0,0,0,0,0
"ENSMUSG00000102490",0,0,0,0,0,0
"ENSMUSG00000102491",0,0,0,0,0,0
"ENSMUSG00000102492",0,0,0,0,0,0
"ENSMUSG00000102493",216,165,258,164,225,246
"ENSMUSG00000102494",0,0,0,0,0,0
"ENSMUSG00000102495",0,0,0,0,0,0
"ENSMUSG00000102496",36,0,0,0,0,0
"ENSMUSG00000102497",0,0,0,0,0,0
"ENSMUSG00000102498",0,0,0,0,0,0
"ENSMUSG00000102499",0,0,0,0,0,0
"ENSMUSG00000102500",0,0,0,0,0,0
"ENSMUSG00000102501",0,0,0,0,2,0
"ENSMUSG00000102502",0,0,0,0,0,0
"ENSMUSG00000102503",1,40,0,1,22,26
"ENSMUSG00000102504",73,20,24,88,24,30
"ENSMUSG00000102505",0,0,19,8,0,0
"ENSMUSG00000102506",0,0,0,0,0,0
"ENSMUSG00000102507",0,0,0,0,0,0
"ENSMUSG00000102508",0,0,0,0,0,0
"ENSMUSG00000102509",0,0,0,0,0,0
"ENSMUSG00000102510",0,0,0,0,0,0
"ENSMUSG00000102511",0,0,0,0,0,0
"ENSMUSG00000102512",0,0,0,0,0,0
"ENSMUSG00000102513",0,0,0,0,0,0
"ENSMUSG00000102514",0,0,0,0,0,0
"ENSMUSG00000102515",0,0,0,0,0,0
"ENSMUSG00000102516",0,0,0,13,0,22
"ENSMUSG00000102517",0,0,0,0,0,0
"ENSMUSG00000102518",0,0,0,0,0,0
"ENSMUSG00000102520",0,0,0,0,0,0
"ENSMUSG00000102521",0,0,0,0,0,0
"ENSMUSG00000102522",0,0,0,0,0,0
"ENSMUSG00000102523",110,108,97,205,178,182
"ENSMUSG00000102524",0,0,0,0,0,0
"ENSMUSG00000102525",164,149,243,204,191,241
"ENSMUSG00000102526",0,0,1,0,0,21
"ENSMUSG00000102527",0,0,0,0,0,0
"ENSMUSG00000102528",0,0,0,0,0,0
"ENSMUSG00000102529",0,0,0,0,0,0
"ENSMUSG00000102530",0,0,0,0,0,0
"ENSMUSG00000102531",0,0,0,0,0,0
"ENSMUSG00000102532",0,0,0,0,0,0
"ENSMUSG00000102533",22,3,0,0,0,0
"ENSMUSG00000102534",0,0,0,0,0,0
"ENSMUSG00000102535",0,0,0,0,0,0
"ENSMUSG00000102536",0,0,0,0,0,0
"ENSMUSG00000102537",0,0,0,0,0,0
"ENSMUSG00000102538",0,0,0,0,0,0
"ENSMUSG00000102539",0,0,0,0,0,0
"ENSMUSG00000102540",0,0,0,0,0,0
"ENSMUSG00000102541",0,0,0,0,0,0
"ENSMUSG00000102542",0,0,0,0,0,0
"ENSMUSG00000102543",0,0,1,0,47,0
"ENSMUSG00000102544",0,0,0,0,0,0
"ENSMUSG00000102545",92,151,47,148,83,72
"ENSMUSG00000102546",0,1,0,0,1,0
"ENSMUSG00000102547",0,0,0,0,0,0
"ENSMUSG00000102548",0,0,0,0,0,0
"ENSMUSG00000102549",0,0,0,0,0,0
"ENSMUSG00000102550",312,280,491,236,279,250
"ENSMUSG00000102551",0,0,0,0,0,0
"ENSMUSG00000102552",0,0,0,0,0,0
"ENSMUSG00000102553",0,0,0,0,0,15
"ENSMUSG00000102554",0,3,0,30,11,6
"ENSMUSG00000102555",63,29,108,104,9,135
"ENSMUSG00000102556",0,0,0,0,0,0
"ENSMUSG00000102558",0,0,0,0,0,0
"ENSMUSG00000102559",18,8,0,0,0,33
"ENSMUSG00000102561",0,0,0,0,0,0
"ENSMUSG00000102562",0,0,0,0,0,0
"ENSMUSG00000102563",0,0,0,0,1,0
"ENSMUSG00000102564",66,0,0,5,0,0
"ENSMUSG00000102565",0,39,0,0,0,0
"ENSMUSG00000102566",0,0,0,0,0,0
"ENSMUSG00000102567",0,0,0,0,0,0
"ENSMUSG00000102568",1,26,0,0,0,0
"ENSMUSG00000102569",0,0,0,0,0,0
"ENSMUSG00000102570",22,2,36,0,37,0
"ENSMUSG00000102571",0,0,0,0,0,0
"ENSMUSG00000102572",0,0,0,0,0,0
"ENSMUSG00000102573",12,35,0,0,24,0
"ENSMUSG00000102574",32,1,11,11,13,11
"ENSMUSG00000102575",0,0,0,0,0,0
"ENSMUSG00000102576",0,0,0,0,0,0
"ENSMUSG00000102577",3,0,41,27,0,0
"ENSMUSG00000102578",0,0,0,0,0,0
"ENSMUSG00000102579",0,0,0,0,0,0
"ENSMUSG00000102580",0,0,0,0,0,0
"ENSMUSG00000102581",0,0,0,0,0,0
"ENSMUSG00000102582",0,0,0,0,0,0
"ENSMUSG00000102583",0,0,0,0,0,0
"ENSMUSG00000102584",0,0,0,0,0,0
"ENSMUSG00000102585",0,0,0,0,0,0
"ENSMUSG00000102586",0,0,0,0,0,0
"ENSMUSG00000102587",0,0,0,0,0,0
"ENSMUSG00000102588",0,0,0,0,0,0
"ENSMUSG00000102589",0,0,0,0,0,0
"ENSMUSG00000102590",90,73,65,117,118,45
"ENSMUSG00000102591",0,0,0,0,0,0
"ENSMUSG00000102592",0,0,0,0,0,0
"ENSMUSG00000102593",1,3,2,13,0,5
"ENSMUSG00000102594",0,0,0,0,0,0
"ENSMUSG00000102595",0,0,0,0,0,0
"ENSMUSG00000102596",0,0,0,0,0,0
"ENSMUSG00000102597",0,0,0,0,0,0
"ENSMUSG00000102598",0,0,0,0,0,0
"ENSMUSG00000102599",0,0,0,0,0,79
"ENSMUSG00000102600",0,0,0,0,0,0
"ENSMUSG00000102601",0,0,0,0,0,0
"ENSMUSG00000102602",0,56,118,22,0,40
"ENSMUSG00000102603",0,0,0,0,0,0
"ENSMUSG00000102605",0,0,0,0,0,0
"ENSMUSG00000102606",0,0,0,0,0,0
"ENSMUSG00000102607",0,0,0,0,0,0
"ENSMUSG00000102608",0,0,0,0,0,0
"ENSMUSG00000102609",28,31,33,35,16,34
"ENSMUSG00000102610",0,0,0,0,0,0
"ENSMUSG00000102611",0,0,0,0,0,0
"ENSMUSG00000102612",0,0,0,0,0,0
"ENSMUSG00000102613",0,0,0,0,0,0
"ENSMUSG00000102614",0,0,0,0,0,0
"ENSMUSG00000102615",133,192,233,62,259,278
"ENSMUSG00000102616",0,0,0,0,0,0
"ENSMUSG00000102617",0,0,0,0,0,0
"ENSMUSG00000102618",0,0,0,0,0,0
"ENSMUSG00000102619",0,0,0,0,0,0
"ENSMUSG00000102620",0,0,0,0,0,0
"ENSMUSG00000102621",0,1,0,12,0,30
"ENSMUSG00000102622",0,0,0,0,0,0
"ENSMUSG00000102623",0,0,0,0,0,0
"ENSMUSG00000102624",0,0,0,0,0,0
"ENSMUSG00000102625",0,76,0,0,0,79
"ENSMUSG00000102626",0,0,0,0,0,0
"ENSMUSG00000102627",0,0,0,0,0,0
"ENSMUSG00000102628",0,0,0,0,0,0
"ENSMUSG00000102629",0,0,0,0,0,0
"ENSMUSG00000102630",0,0,0,0,0,0
"ENSMUSG00000102632",0,0,0,28,0,0
"ENSMUSG00000102633",0,0,0,0,0,0
"ENSMUSG00000102634",0,0,0,0,0,0
"ENSMUSG00000102635",0,0,4,0,0,0
"ENSMUSG00000102636",0,0,0,0,0,0
"ENSMUSG00000102637",0,0,0,0,0,0
"ENSMUSG00000102639",0,0,0,0,0,0
"ENSMUSG00000102641",0,0,0,0,0,0
"ENSMUSG00000102642",0,0,0,0,0,0
"ENSMUSG00000102643",0,0,0,0,0,0
"ENSMUSG00000102644",111,166,12,71,189,155
"ENSMUSG00000102645",0,0,0,0,0,0
"ENSMUSG00000102646",0,0,0,0,0,0
"ENSMUSG00000102647",0,0,0,0,0,0
"ENSMUSG00000102648",0,0,0,0,0,0
"ENSMUSG00000102649",0,0,2,0,0,0
"ENSMUSG00000102650",0,0,0,0,0,0
"ENSMUSG00000102651",0,0,0,0,0,0
"ENSMUSG00000102652",0,0,0,0,0,0
"ENSMUSG00000102653",0,0,0,0,0,0
"ENSMUSG00000102654",0,0,0,0,0,0
"ENSMUSG00000102655",0,0,0,0,0,0
"ENSMUSG00000102656",0,0,0,0,0,0
"ENSMUSG00000102657",0,0,0,0,0,0
"ENSMUSG00000102658",0,0,0,0,0,0
"ENSMUSG00000102659",0,0,0,0,0,0
"ENSMUSG00000102660",0,0,0,0,0,0
"ENSMUSG00000102661",0,0,0,0,0,0
"ENSMUSG00000102662",0,0,0,0,0,0
"ENSMUSG00000102663",0,0,0,0,0,0
"ENSMUSG00000102664",0,3,115,21,0,0
"ENSMUSG00000102665",0,0,0,14,0,0
"ENSMUSG00000102666",0,0,0,0,0,0
"ENSMUSG00000102667",0,0,0,0,0,0
"ENSMUSG00000102668",0,0,0,0,0,0
"ENSMUSG00000102669",0,0,0,0,0,0
"ENSMUSG00000102670",0,0,1,0,0,10
"ENSMUSG00000102671",0,0,0,0,0,0
"ENSMUSG00000102672",0,0,0,0,0,0
"ENSMUSG00000102673",0,0,46,0,0,0
"ENSMUSG00000102674",0,0,0,0,0,0
"ENSMUSG00000102676",0,0,0,0,17,0
"ENSMUSG00000102677",0,0,0,0,0,0
"ENSMUSG00000102678",0,0,0,0,0,0
"ENSMUSG00000102679",0,0,0,0,0,0
"ENSMUSG00000102680",0,0,0,0,0,0
"ENSMUSG00000102681",0,0,0,0,0,0
"ENSMUSG00000102682",0,0,0,0,0,0
"ENSMUSG00000102683",0,0,0,0,0,0
"ENSMUSG00000102684",6,0,0,0,0,7
"ENSMUSG00000102685",0,0,0,0,0,0
"ENSMUSG00000102686",0,0,0,0,0,0
"ENSMUSG00000102687",1,0,11,0,0,0
"ENSMUSG00000102688",0,0,0,0,0,0
"ENSMUSG00000102689",0,0,0,0,0,0
"ENSMUSG00000102690",0,0,0,0,0,0
"ENSMUSG00000102691",103,149,149,65,72,144
"ENSMUSG00000102692",13,0,0,0,0,0
"ENSMUSG00000102693",0,0,0,0,0,0
"ENSMUSG00000102694",0,0,0,0,0,0
"ENSMUSG00000102696",0,0,0,0,0,0
"ENSMUSG00000102697",0,40,0,0,0,1
"ENSMUSG00000102698",0,0,0,0,0,0
"ENSMUSG00000102699",0,0,0,0,0,0
"ENSMUSG00000102700",0,0,0,40,0,0
"ENSMUSG00000102701",0,0,0,0,0,0
"ENSMUSG00000102702",0,0,0,0,0,0
"ENSMUSG00000102703",0,0,26,0,0,0
"ENSMUSG00000102704",0,0,0,0,0,0
"ENSMUSG00000102705",0,0,0,0,0,0
"ENSMUSG00000102706",0,0,0,0,0,0
"ENSMUSG00000102707",0,0,0,0,0,0
"ENSMUSG00000102709",0,0,0,0,0,0
"ENSMUSG00000102710",0,0,0,0,0,0
"ENSMUSG00000102712",0,0,0,0,0,0
"ENSMUSG00000102713",2,0,0,0,0,0
"ENSMUSG00000102714",0,0,0,0,0,0
"ENSMUSG00000102715",41,1,5,0,0,0
"ENSMUSG00000102716",0,0,0,0,0,0
"ENSMUSG00000102717",0,0,0,0,0,0
"ENSMUSG00000102718",0,0,0,0,0,0
"ENSMUSG00000102719",3,4,1,41,3,2
"ENSMUSG00000102720",0,0,0,0,0,0
"ENSMUSG00000102721",0,0,0,0,0,0
"ENSMUSG00000102722",20,41,0,0,13,40
"ENSMUSG00000102723",0,0,0,0,0,0
"ENSMUSG00000102724",0,0,0,0,0,0
"ENSMUSG00000102725",0,0,0,0,0,0
"ENSMUSG00000102726",0,0,0,0,0,0
"ENSMUSG00000102727",0,0,0,0,0,0
"ENSMUSG00000102728",0,0,0,0,0,0
"ENSMUSG00000102729",0,0,0,0,0,0
"ENSMUSG00000102730",0,0,0,0,0,0
"ENSMUSG00000102731",0,0,0,0,0,0
"ENSMUSG00000102732",0,0,0,0,0,0
"ENSMUSG00000102733",0,0,0,0,0,0
"ENSMUSG00000102734",0,0,0,0,0,0
"ENSMUSG00000102735",0,0,0,0,0,0
"ENSMUSG00000102737",0,1,0,13,1,0
"ENSMUSG00000102738",0,0,0,0,0,0
"ENSMUSG00000102739",0,0,0,0,0,0
"ENSMUSG00000102740",0,1,0,0,0,0
"ENSMUSG00000102741",0,0,0,0,0,0
"ENSMUSG00000102742",95,70,157,132,82,65
"ENSMUSG00000102743",0,0,0,0,0,0
"ENSMUSG00000102744",0,0,0,0,0,0
"ENSMUSG00000102745",0,0,0,0,0,0
"ENSMUSG00000102746",0,0,0,0,0,0
"ENSMUSG00000102747",0,0,0,0,0,0
"ENSMUSG00000102748",682,439,497,302,389,475
"ENSMUSG00000102749",2,0,38,0,0,0
"ENSMUSG00000102750",0,0,0,0,0,0
"ENSMUSG00000102751",0,0,0,0,0,0
"ENSMUSG00000102752",1,48,288,182,3,35
"ENSMUSG00000102753",0,0,0,0,0,0
"ENSMUSG00000102754",0,0,0,0,0,0
"ENSMUSG00000102755",0,0,0,0,0,0
"ENSMUSG00000102756",0,0,0,0,0,0
"ENSMUSG00000102757",0,0,0,0,0,0
"ENSMUSG00000102758",0,0,0,0,0,0
"ENSMUSG00000102759",147,25,115,49,93,2
"ENSMUSG00000102760",0,0,0,0,0,0
"ENSMUSG00000102761",0,0,0,0,0,0
"ENSMUSG00000102762",4,10,7,54,0,43
"ENSMUSG00000102763",0,0,0,0,0,0
"ENSMUSG00000102764",0,0,2,0,79,10
"ENSMUSG00000102765",0,0,0,0,0,0
"ENSMUSG00000102766",0,2,0,7,0,3
"ENSMUSG00000102767",0,0,0,0,0,0
"ENSMUSG00000102768",0,0,0,0,0,0
"ENSMUSG00000102769",0,0,0,0,0,0
"ENSMUSG00000102770",0,3,7,25,1,37
"ENSMUSG00000102771",0,0,0,0,0,0
"ENSMUSG00000102772",0,0,0,0,0,0
"ENSMUSG00000102773",0,0,0,0,0,0
"ENSMUSG00000102774",0,0,0,0,0,0
"ENSMUSG00000102775",2,0,0,10,3,0
"ENSMUSG00000102776",0,2,3,1,1,0
"ENSMUSG00000102777",0,2,0,0,0,0
"ENSMUSG00000102778",0,0,0,0,0,0
"ENSMUSG00000102779",0,0,0,0,0,0
"ENSMUSG00000102780",0,0,0,0,0,0
"ENSMUSG00000102781",0,0,0,0,0,0
"ENSMUSG00000102782",0,0,0,0,0,0
"ENSMUSG00000102783",0,0,0,0,0,0
"ENSMUSG00000102784",0,0,0,0,0,0
"ENSMUSG00000102785",0,0,0,0,0,0
"ENSMUSG00000102786",0,0,0,0,0,0
"ENSMUSG00000102787",0,0,0,0,0,0
"ENSMUSG00000102788",0,0,0,0,0,0
"ENSMUSG00000102789",0,0,0,0,0,0
"ENSMUSG00000102790",0,0,0,0,0,0
"ENSMUSG00000102791",0,0,0,0,0,0
"ENSMUSG00000102792",0,0,0,0,0,0
"ENSMUSG00000102793",0,0,0,0,0,0
"ENSMUSG00000102794",0,0,0,0,0,0
"ENSMUSG00000102795",0,0,0,0,0,0
"ENSMUSG00000102796",0,0,0,0,0,0
"ENSMUSG00000102797",0,0,0,19,0,0
"ENSMUSG00000102798",0,31,35,0,1,1
"ENSMUSG00000102799",0,0,0,0,0,0
"ENSMUSG00000102800",0,0,0,0,0,0
"ENSMUSG00000102801",0,0,0,0,0,0
"ENSMUSG00000102802",0,0,0,0,0,0
"ENSMUSG00000102803",11,2,1,5,11,0
"ENSMUSG00000102804",0,0,0,0,0,0
"ENSMUSG00000102805",0,1,0,0,0,0
"ENSMUSG00000102806",0,0,0,0,0,0
"ENSMUSG00000102807",0,0,0,0,0,0
"ENSMUSG00000102808",0,0,0,0,0,0
"ENSMUSG00000102809",0,0,0,0,0,0
"ENSMUSG00000102810",0,0,0,0,0,0
"ENSMUSG00000102813",0,0,0,0,0,0
"ENSMUSG00000102814",0,0,0,0,0,0
"ENSMUSG00000102815",0,0,0,0,0,0
"ENSMUSG00000102816",0,0,0,0,0,0
"ENSMUSG00000102817",0,0,0,0,0,0
"ENSMUSG00000102818",0,0,0,0,0,0
"ENSMUSG00000102819",0,0,0,0,0,8
"ENSMUSG00000102820",0,0,0,0,0,0
"ENSMUSG00000102821",0,0,0,0,0,0
"ENSMUSG00000102822",0,0,0,0,0,0
"ENSMUSG00000102823",0,0,0,0,0,0
"ENSMUSG00000102824",958,744,942,984,1044,868
"ENSMUSG00000102825",0,0,0,0,0,0
"ENSMUSG00000102826",0,0,0,0,0,0
"ENSMUSG00000102827",203,164,158,190,188,187
"ENSMUSG00000102828",0,0,0,0,0,0
"ENSMUSG00000102829",0,0,0,0,0,0
"ENSMUSG00000102830",0,0,0,0,0,0
"ENSMUSG00000102831",0,0,0,0,0,0
"ENSMUSG00000102832",0,0,0,0,0,0
"ENSMUSG00000102833",0,0,43,0,0,12
"ENSMUSG00000102834",0,0,0,0,0,0
"ENSMUSG00000102835",0,0,0,0,0,0
"ENSMUSG00000102836",0,0,0,0,0,0
"ENSMUSG00000102837",0,0,0,0,0,0
"ENSMUSG00000102838",0,0,0,0,0,0
"ENSMUSG00000102839",0,0,0,0,0,0
"ENSMUSG00000102840",0,0,0,0,0,0
"ENSMUSG00000102841",0,0,0,0,0,0
"ENSMUSG00000102842",0,0,0,0,0,0
"ENSMUSG00000102843",0,0,0,0,0,0
"ENSMUSG00000102844",0,0,0,0,0,0
"ENSMUSG00000102845",0,0,0,0,0,0
"ENSMUSG00000102846",0,0,0,0,0,0
"ENSMUSG00000102847",0,0,0,0,0,0
"ENSMUSG00000102848",0,0,0,0,0,0
"ENSMUSG00000102849",0,0,0,0,0,0
"ENSMUSG00000102850",0,0,27,0,2,0
"ENSMUSG00000102851",0,0,0,0,0,0
"ENSMUSG00000102852",0,3,0,0,0,0
"ENSMUSG00000102853",0,0,0,0,0,0
"ENSMUSG00000102854",0,0,0,0,0,0
"ENSMUSG00000102855",0,0,0,0,0,0
"ENSMUSG00000102856",0,2,0,102,0,0
"ENSMUSG00000102857",0,0,0,0,0,0
"ENSMUSG00000102858",0,0,0,0,0,0
"ENSMUSG00000102859",0,0,0,0,0,0
"ENSMUSG00000102860",0,0,0,0,0,0
"ENSMUSG00000102861",44,19,0,42,0,19
"ENSMUSG00000102862",0,0,0,10,2,0
"ENSMUSG00000102863",0,0,0,0,0,34
"ENSMUSG00000102864",0,0,0,0,0,0
"ENSMUSG00000102865",0,0,0,0,0,0
"ENSMUSG00000102866",0,0,0,0,0,0
"ENSMUSG00000102867",0,0,0,0,0,0
"ENSMUSG00000102868",0,0,0,0,0,0
"ENSMUSG00000102869",238,302,427,260,280,254
"ENSMUSG00000102870",0,0,0,0,0,0
"ENSMUSG00000102871",0,0,0,0,0,0
"ENSMUSG00000102872",0,0,0,0,0,0
"ENSMUSG00000102873",0,0,0,0,0,0
"ENSMUSG00000102874",0,0,0,17,0,0
"ENSMUSG00000102875",0,0,0,0,0,9
"ENSMUSG00000102876",0,0,0,0,0,0
"ENSMUSG00000102877",0,0,0,0,0,0
"ENSMUSG00000102878",0,0,0,0,0,0
"ENSMUSG00000102879",0,0,0,0,0,0
"ENSMUSG00000102880",0,0,0,0,0,0
"ENSMUSG00000102881",0,4,1,0,24,4
"ENSMUSG00000102882",0,0,0,0,12,0
"ENSMUSG00000102883",0,0,0,0,0,0
"ENSMUSG00000102884",0,4,0,0,0,0
"ENSMUSG00000102885",0,0,0,0,0,0
"ENSMUSG00000102886",0,5,0,0,0,0
"ENSMUSG00000102887",0,0,0,0,0,0
"ENSMUSG00000102888",0,0,0,0,0,0
"ENSMUSG00000102889",0,0,0,0,0,0
"ENSMUSG00000102890",0,0,15,3,0,11
"ENSMUSG00000102891",2,6,5,4,8,5
"ENSMUSG00000102892",0,0,0,0,0,0
"ENSMUSG00000102893",0,0,0,0,0,0
"ENSMUSG00000102894",0,0,0,0,0,0
"ENSMUSG00000102895",42,0,0,0,0,0
"ENSMUSG00000102896",0,0,0,0,0,0
"ENSMUSG00000102897",0,0,0,0,0,0
"ENSMUSG00000102898",0,0,0,0,0,0
"ENSMUSG00000102899",0,0,9,0,0,0
"ENSMUSG00000102900",0,0,0,0,0,0
"ENSMUSG00000102901",0,0,0,0,0,0
"ENSMUSG00000102902",0,0,0,0,0,0
"ENSMUSG00000102903",0,0,0,0,0,0
"ENSMUSG00000102904",0,0,0,0,0,0
"ENSMUSG00000102905",0,0,0,0,0,0
"ENSMUSG00000102906",0,0,0,0,0,0
"ENSMUSG00000102907",0,0,0,0,0,0
"ENSMUSG00000102908",0,0,0,0,0,0
"ENSMUSG00000102909",0,0,0,6,0,0
"ENSMUSG00000102910",0,0,0,0,0,0
"ENSMUSG00000102911",0,0,0,0,0,0
"ENSMUSG00000102912",0,1,4,0,2,0
"ENSMUSG00000102913",0,0,0,0,0,0
"ENSMUSG00000102914",0,0,0,0,0,0
"ENSMUSG00000102915",8,14,32,5,8,21
"ENSMUSG00000102916",0,0,0,0,0,0
"ENSMUSG00000102917",0,0,0,0,0,0
"ENSMUSG00000102918",459,453,895,876,535,644
"ENSMUSG00000102919",0,1,0,0,0,8
"ENSMUSG00000102920",0,0,0,0,0,0
"ENSMUSG00000102921",0,0,0,0,0,0
"ENSMUSG00000102922",0,0,0,0,0,0
"ENSMUSG00000102923",2,5,7,12,0,4
"ENSMUSG00000102924",1,7,0,0,7,0
"ENSMUSG00000102925",106,0,0,0,0,0
"ENSMUSG00000102926",0,0,0,0,0,0
"ENSMUSG00000102927",0,0,0,0,0,0
"ENSMUSG00000102928",0,0,0,0,0,0
"ENSMUSG00000102929",0,0,0,0,0,0
"ENSMUSG00000102930",0,0,0,0,0,28
"ENSMUSG00000102931",0,0,0,0,0,0
"ENSMUSG00000102932",0,0,0,0,0,0
"ENSMUSG00000102933",0,0,0,0,0,0
"ENSMUSG00000102934",0,0,0,0,0,0
"ENSMUSG00000102935",0,0,0,2,0,0
"ENSMUSG00000102936",0,0,0,0,0,0
"ENSMUSG00000102937",0,0,0,0,0,0
"ENSMUSG00000102938",0,0,0,0,0,0
"ENSMUSG00000102939",0,0,0,0,0,0
"ENSMUSG00000102940",0,0,0,0,0,0
"ENSMUSG00000102941",0,0,0,0,0,0
"ENSMUSG00000102942",0,0,0,0,0,0
"ENSMUSG00000102943",0,0,0,0,0,0
"ENSMUSG00000102944",0,0,0,0,0,0
"ENSMUSG00000102945",0,0,0,12,10,0
"ENSMUSG00000102946",0,0,0,0,0,0
"ENSMUSG00000102948",0,0,0,0,0,0
"ENSMUSG00000102949",0,0,0,0,0,0
"ENSMUSG00000102950",0,0,0,0,0,0
"ENSMUSG00000102951",0,0,0,0,0,0
"ENSMUSG00000102952",0,0,0,0,0,0
"ENSMUSG00000102953",0,0,0,0,0,42
"ENSMUSG00000102954",0,0,0,0,0,0
"ENSMUSG00000102955",0,0,0,0,0,0
"ENSMUSG00000102956",0,0,0,0,0,0
"ENSMUSG00000102957",0,0,0,0,0,0
"ENSMUSG00000102958",0,0,0,0,0,0
"ENSMUSG00000102959",0,0,0,0,0,0
"ENSMUSG00000102960",0,0,0,0,0,0
"ENSMUSG00000102961",0,0,0,0,0,0
"ENSMUSG00000102962",0,0,0,0,0,0
"ENSMUSG00000102963",0,0,0,0,0,0
"ENSMUSG00000102964",64,12,137,110,179,61
"ENSMUSG00000102965",0,0,0,0,0,0
"ENSMUSG00000102966",0,0,0,0,0,0
