,OH1,OH3,OH4,YH1,YH3,YH4_1,YH4_L2
ENSMUSG00000087685,0,0,5,0,0,0,0
ENSMUSG00000087687,168,224,133,75,152,270,273
ENSMUSG00000087688,0,0,0,0,0,0,0
ENSMUSG00000087689,0,0,0,0,0,0,0
ENSMUSG00000087690,0,2,18,0,3,6,7
ENSMUSG00000087691,0,17,0,0,0,0,0
ENSMUSG00000087692,0,0,0,0,0,0,0
ENSMUSG00000087693,0,0,8,0,0,0,0
ENSMUSG00000087694,0,0,0,0,0,0,0
ENSMUSG00000087695,0,0,0,0,0,0,0
ENSMUSG00000087698,0,0,0,0,0,0,0
ENSMUSG00000087700,0,0,0,39,25,1,0
ENSMUSG00000087701,1,2,3,1,0,1,1
ENSMUSG00000087702,0,0,0,0,0,0,0
ENSMUSG00000087703,0,0,0,0,0,4,4
ENSMUSG00000087704,0,0,0,0,0,0,0
ENSMUSG00000087707,0,0,0,0,0,0,0
ENSMUSG00000087708,0,0,0,0,0,0,0
ENSMUSG00000087710,6,4,0,0,0,0,0
ENSMUSG00000087712,0,0,0,0,0,0,0
ENSMUSG00000087714,0,0,0,0,0,0,0
ENSMUSG00000087715,0,0,0,0,0,0,0
ENSMUSG00000087716,0,0,0,0,0,0,0
ENSMUSG00000087717,0,0,0,0,0,0,0
ENSMUSG00000087718,0,0,0,0,0,0,0
ENSMUSG00000087719,0,0,0,0,0,0,0
ENSMUSG00000087720,0,0,0,0,0,0,0
ENSMUSG00000087721,1,21,15,0,7,16,7
ENSMUSG00000087722,0,0,0,0,0,0,0
ENSMUSG00000087723,0,0,0,0,0,0,0
ENSMUSG00000087724,0,0,0,0,0,0,0
ENSMUSG00000087726,0,0,0,0,0,0,0
ENSMUSG00000087728,0,0,0,0,0,0,0
ENSMUSG00000087730,0,0,0,0,0,0,0
ENSMUSG00000087731,0,0,0,0,0,0,0
ENSMUSG00000087732,0,0,0,0,0,0,0
ENSMUSG00000087734,0,0,0,0,0,0,0
ENSMUSG00000087736,0,0,0,0,0,0,0
ENSMUSG00000087737,0,0,0,0,0,0,0
ENSMUSG00000087739,0,0,0,0,0,0,0
ENSMUSG00000087741,0,0,0,0,0,0,0
ENSMUSG00000087742,0,0,0,0,0,0,0
ENSMUSG00000087743,0,0,0,0,0,0,0
ENSMUSG00000087744,0,0,0,0,0,6,4
ENSMUSG00000087746,0,0,0,0,0,0,0
ENSMUSG00000087747,0,0,0,0,0,0,0
ENSMUSG00000087748,0,0,0,0,0,0,0
ENSMUSG00000087750,0,0,0,0,0,0,0
ENSMUSG00000087752,0,0,0,0,0,0,0
ENSMUSG00000087754,0,4,0,0,0,0,0
ENSMUSG00000087756,0,0,0,0,0,0,0
ENSMUSG00000087758,0,0,0,0,0,0,0
ENSMUSG00000087759,0,0,0,0,0,0,0
ENSMUSG00000087760,0,0,0,0,0,0,0
ENSMUSG00000087761,0,0,0,0,0,0,0
ENSMUSG00000087764,0,0,0,0,0,0,0
ENSMUSG00000087765,0,0,0,0,0,0,0
ENSMUSG00000087766,0,0,0,0,0,0,0
ENSMUSG00000087767,0,0,0,0,0,0,0
ENSMUSG00000087768,0,0,0,0,0,0,0
ENSMUSG00000087769,0,0,0,0,0,0,0
ENSMUSG00000087772,0,0,0,0,0,0,0
ENSMUSG00000087774,0,0,0,0,0,3,3
ENSMUSG00000087775,0,0,0,0,0,0,0
ENSMUSG00000087776,0,0,0,0,0,0,0
ENSMUSG00000087777,0,0,0,0,0,0,0
ENSMUSG00000087779,0,0,0,0,0,0,0
ENSMUSG00000087780,0,0,0,0,0,5,6
ENSMUSG00000087781,0,0,0,0,0,0,0
ENSMUSG00000087782,0,0,0,0,0,0,0
ENSMUSG00000087783,0,0,0,0,0,0,0
ENSMUSG00000087784,0,0,0,0,0,6,12
ENSMUSG00000087785,0,1,0,0,0,0,0
ENSMUSG00000087786,0,0,0,0,0,0,0
ENSMUSG00000087789,0,0,0,0,0,0,0
ENSMUSG00000087790,0,0,1,9,0,2,2
ENSMUSG00000087791,0,0,0,0,0,0,0
ENSMUSG00000087792,0,0,0,0,0,0,0
ENSMUSG00000087793,0,0,0,0,0,0,0
ENSMUSG00000087794,0,9,0,0,0,0,0
ENSMUSG00000087795,0,0,0,3,0,0,0
ENSMUSG00000087796,0,0,0,0,0,0,0
ENSMUSG00000087798,0,0,0,0,0,0,0
ENSMUSG00000087799,0,0,0,0,0,0,0
ENSMUSG00000087800,0,0,0,0,0,0,0
ENSMUSG00000087801,0,0,0,0,0,0,0
ENSMUSG00000087802,0,0,0,0,0,0,0
ENSMUSG00000087804,0,0,0,0,0,0,0
ENSMUSG00000087805,0,0,0,0,0,0,0
ENSMUSG00000087806,0,0,0,0,0,0,0
ENSMUSG00000087807,0,0,0,0,0,0,0
ENSMUSG00000087808,0,0,0,0,0,0,0
ENSMUSG00000087810,0,0,0,0,0,0,0
ENSMUSG00000087812,0,0,0,0,0,0,0
ENSMUSG00000087813,0,0,0,0,0,0,0
ENSMUSG00000087815,0,0,0,0,0,0,0
ENSMUSG00000087816,0,0,0,0,0,0,0
ENSMUSG00000087817,0,0,0,0,0,0,0
ENSMUSG00000087819,0,0,0,0,0,0,0
ENSMUSG00000087820,0,0,0,0,0,0,0
ENSMUSG00000087823,0,0,0,0,0,0,0
ENSMUSG00000087825,0,0,0,0,0,0,0
ENSMUSG00000087829,0,0,0,0,0,0,0
ENSMUSG00000087830,0,0,0,0,0,0,0
ENSMUSG00000087831,0,0,0,0,0,0,0
ENSMUSG00000087832,0,0,0,0,0,0,0
ENSMUSG00000087833,0,0,0,0,0,0,0
ENSMUSG00000087834,0,0,0,0,0,0,0
ENSMUSG00000087835,0,0,0,0,0,0,0
ENSMUSG00000087836,0,0,0,0,0,0,0
ENSMUSG00000087838,0,0,0,0,0,0,0
ENSMUSG00000087839,0,0,0,0,0,0,0
ENSMUSG00000087841,0,0,0,0,0,0,0
ENSMUSG00000087842,0,0,0,0,0,0,0
ENSMUSG00000087843,0,0,0,0,0,0,0
ENSMUSG00000087844,0,0,0,0,0,0,0
ENSMUSG00000087845,0,0,0,0,0,0,0
ENSMUSG00000087846,0,0,0,0,0,0,0
ENSMUSG00000087847,0,0,0,0,0,0,0
ENSMUSG00000087848,0,0,0,0,0,0,0
ENSMUSG00000087850,0,0,0,0,0,0,0
ENSMUSG00000087852,0,0,0,0,0,0,0
ENSMUSG00000087853,0,0,0,0,0,0,0
ENSMUSG00000087854,0,0,0,0,0,0,0
ENSMUSG00000087855,0,0,0,0,0,0,0
ENSMUSG00000087857,0,0,0,0,0,0,0
ENSMUSG00000087858,0,0,0,0,0,0,0
ENSMUSG00000087859,0,0,0,0,0,0,0
ENSMUSG00000087860,0,0,0,0,0,0,0
ENSMUSG00000087861,0,0,0,0,0,0,0
ENSMUSG00000087862,0,0,0,0,0,0,0
ENSMUSG00000087863,0,0,0,0,0,0,0
ENSMUSG00000087867,0,0,0,0,0,0,0
ENSMUSG00000087869,0,0,0,0,0,0,0
ENSMUSG00000087870,0,0,0,0,0,0,0
ENSMUSG00000087871,0,0,0,0,0,0,0
ENSMUSG00000087872,0,0,0,0,0,0,0
ENSMUSG00000087873,0,0,0,0,0,0,0
ENSMUSG00000087875,0,0,0,0,0,0,0
ENSMUSG00000087876,0,0,2,0,0,0,0
ENSMUSG00000087877,0,0,0,0,0,0,0
ENSMUSG00000087878,0,0,0,0,0,0,0
ENSMUSG00000087879,0,0,0,0,0,0,0
ENSMUSG00000087880,0,0,0,0,0,0,0
ENSMUSG00000087881,1,0,0,0,0,0,0
ENSMUSG00000087883,0,0,0,0,0,0,0
ENSMUSG00000087884,0,0,0,0,0,0,0
ENSMUSG00000087885,0,0,0,0,0,0,0
ENSMUSG00000087886,0,0,0,0,0,0,0
ENSMUSG00000087887,0,0,0,0,0,0,0
ENSMUSG00000087890,0,0,0,0,0,0,0
ENSMUSG00000087891,0,0,0,0,0,0,0
ENSMUSG00000087892,0,0,0,0,0,0,0
ENSMUSG00000087893,0,0,0,0,0,0,0
ENSMUSG00000087894,0,0,0,0,0,0,0
ENSMUSG00000087895,0,0,0,0,0,0,0
ENSMUSG00000087896,0,4,2,0,0,0,0
ENSMUSG00000087897,0,0,0,0,0,0,0
ENSMUSG00000087898,0,0,0,0,0,0,0
ENSMUSG00000087899,0,0,0,0,0,0,0
ENSMUSG00000087902,0,0,0,0,0,0,0
ENSMUSG00000087903,0,0,0,0,0,0,0
ENSMUSG00000087904,0,0,0,0,0,0,0
ENSMUSG00000087905,0,0,0,0,0,0,0
ENSMUSG00000087908,0,0,0,0,0,0,0
ENSMUSG00000087909,0,0,0,0,0,0,0
ENSMUSG00000087910,0,0,0,0,0,0,0
ENSMUSG00000087911,0,0,0,0,0,3,5
ENSMUSG00000087912,0,11,0,0,3,0,1
ENSMUSG00000087913,0,0,0,0,0,0,0
ENSMUSG00000087914,0,0,0,0,0,0,0
ENSMUSG00000087915,0,0,0,0,0,0,0
ENSMUSG00000087916,0,0,0,0,0,0,0
ENSMUSG00000087917,0,0,0,0,0,0,0
ENSMUSG00000087919,0,0,0,0,0,0,0
ENSMUSG00000087921,0,0,0,0,0,0,0
ENSMUSG00000087922,0,0,0,0,0,0,0
ENSMUSG00000087923,0,0,0,0,0,0,0
ENSMUSG00000087924,0,0,0,0,0,0,0
ENSMUSG00000087925,0,0,0,0,5,0,0
ENSMUSG00000087926,0,0,0,0,0,0,0
ENSMUSG00000087929,0,0,0,0,0,0,0
ENSMUSG00000087930,0,0,0,0,0,0,0
ENSMUSG00000087932,0,0,0,0,0,0,0
ENSMUSG00000087933,0,0,0,0,0,0,0
ENSMUSG00000087935,0,0,0,0,0,0,0
ENSMUSG00000087936,0,0,0,0,0,0,0
ENSMUSG00000087937,0,0,0,0,0,0,0
ENSMUSG00000087938,4,14,4,7,2,3,3
ENSMUSG00000087939,0,0,0,0,0,0,0
ENSMUSG00000087940,0,0,0,0,0,0,0
ENSMUSG00000087941,0,0,0,0,0,0,0
ENSMUSG00000087942,0,0,0,0,0,0,0
ENSMUSG00000087943,0,0,0,0,1,0,0
ENSMUSG00000087945,0,0,0,0,0,0,0
ENSMUSG00000087946,0,0,0,0,0,0,0
ENSMUSG00000087947,0,0,0,0,0,0,0
ENSMUSG00000087949,0,0,0,0,0,0,0
ENSMUSG00000087950,0,0,0,0,0,0,0
ENSMUSG00000087951,0,0,0,0,0,0,0
ENSMUSG00000087954,0,0,0,0,0,0,0
ENSMUSG00000087956,0,0,0,0,0,0,0
ENSMUSG00000087957,0,0,0,0,0,0,0
ENSMUSG00000087958,0,0,0,0,0,0,0
ENSMUSG00000087959,0,0,0,0,0,0,0
ENSMUSG00000087960,0,0,0,0,0,0,0
ENSMUSG00000087961,0,0,0,0,0,0,0
ENSMUSG00000087963,0,0,0,0,0,0,0
ENSMUSG00000087964,0,0,0,0,0,0,0
ENSMUSG00000087965,0,0,0,0,0,0,0
ENSMUSG00000087966,0,0,0,0,0,0,0
ENSMUSG00000087967,0,0,0,0,0,0,0
ENSMUSG00000087968,18,9,0,0,15,24,17
ENSMUSG00000087973,0,0,0,0,0,0,0
ENSMUSG00000087975,0,0,0,0,0,0,0
ENSMUSG00000087979,0,0,0,0,0,0,0
ENSMUSG00000087980,0,0,0,0,0,0,0
ENSMUSG00000087981,0,0,0,0,0,0,0
ENSMUSG00000087982,1,0,2,0,8,0,0
ENSMUSG00000087983,0,0,0,0,0,0,0
ENSMUSG00000087985,0,0,0,0,0,0,0
ENSMUSG00000087987,0,0,0,0,0,0,0
ENSMUSG00000087989,0,0,0,0,0,0,0
ENSMUSG00000087990,0,0,0,0,0,0,0
ENSMUSG00000087991,0,0,0,0,0,0,0
ENSMUSG00000087992,0,0,0,0,0,0,0
ENSMUSG00000087993,0,0,0,0,0,0,0
ENSMUSG00000087994,0,0,0,0,0,0,0
ENSMUSG00000087995,0,0,0,0,0,0,0
ENSMUSG00000087997,0,0,0,0,0,0,0
ENSMUSG00000087999,0,0,0,0,0,0,0
ENSMUSG00000088000,0,0,0,0,0,0,0
ENSMUSG00000088001,0,0,0,0,0,0,0
ENSMUSG00000088002,0,0,0,0,0,0,0
ENSMUSG00000088004,0,6,3,0,0,0,0
ENSMUSG00000088005,0,0,0,0,0,0,0
ENSMUSG00000088008,7,0,0,0,0,0,0
ENSMUSG00000088009,0,0,0,0,0,0,0
ENSMUSG00000088010,0,0,0,0,0,0,0
ENSMUSG00000088014,0,0,0,0,0,15,10
ENSMUSG00000088015,0,0,4,0,6,0,0
ENSMUSG00000088016,5,0,0,4,0,0,0
ENSMUSG00000088017,0,0,0,0,0,0,0
ENSMUSG00000088018,0,0,0,0,0,0,0
ENSMUSG00000088019,0,0,0,0,0,0,0
ENSMUSG00000088020,0,0,0,0,0,0,0
ENSMUSG00000088021,0,0,0,0,0,0,0
ENSMUSG00000088022,0,0,0,0,0,0,0
ENSMUSG00000088025,0,0,0,0,0,0,0
ENSMUSG00000088026,0,0,0,0,0,0,0
ENSMUSG00000088027,0,0,0,0,0,0,0
ENSMUSG00000088028,0,0,0,0,0,0,0
ENSMUSG00000088030,63,12,29,0,18,12,12
ENSMUSG00000088031,0,0,0,0,0,0,0
ENSMUSG00000088036,0,0,0,0,0,0,0
ENSMUSG00000088037,0,0,0,0,0,3,6
ENSMUSG00000088039,0,0,0,0,0,0,0
ENSMUSG00000088040,0,0,0,0,0,0,0
ENSMUSG00000088041,0,0,0,0,0,0,0
ENSMUSG00000088043,0,0,0,0,0,0,0
ENSMUSG00000088044,0,0,0,0,0,0,0
ENSMUSG00000088045,0,0,0,0,0,0,0
ENSMUSG00000088046,0,0,0,0,0,0,0
ENSMUSG00000088047,0,0,0,0,0,0,0
ENSMUSG00000088048,0,0,0,0,0,0,0
ENSMUSG00000088049,0,0,0,0,0,0,0
ENSMUSG00000088050,0,0,0,0,0,0,0
ENSMUSG00000088051,0,0,0,0,0,0,0
ENSMUSG00000088052,0,0,0,0,0,0,0
ENSMUSG00000088054,0,0,0,0,0,0,0
ENSMUSG00000088055,0,0,0,0,0,0,0
ENSMUSG00000088056,0,0,0,0,0,0,0
ENSMUSG00000088057,0,0,0,0,0,0,0
ENSMUSG00000088058,0,0,0,0,0,0,0
ENSMUSG00000088059,0,0,0,0,0,0,0
ENSMUSG00000088060,0,0,0,0,0,0,0
ENSMUSG00000088062,0,0,0,0,0,0,0
ENSMUSG00000088063,0,0,0,0,0,0,0
ENSMUSG00000088064,0,0,0,0,0,0,0
ENSMUSG00000088066,0,0,0,0,0,0,2
ENSMUSG00000088067,0,0,0,0,0,0,0
ENSMUSG00000088068,0,0,0,0,0,0,0
ENSMUSG00000088069,0,0,0,0,0,0,0
ENSMUSG00000088070,0,0,0,0,0,0,0
ENSMUSG00000088071,0,0,1,0,0,0,0
ENSMUSG00000088073,0,0,0,0,0,0,0
ENSMUSG00000088075,0,37,0,6,3,18,22
ENSMUSG00000088076,0,0,0,0,0,0,0
ENSMUSG00000088077,0,0,0,0,0,0,0
ENSMUSG00000088083,0,0,0,0,0,0,0
ENSMUSG00000088084,0,0,0,0,0,0,0
ENSMUSG00000088085,0,0,0,0,0,0,0
ENSMUSG00000088086,0,0,0,0,0,0,0
ENSMUSG00000088088,0,0,0,0,2,0,0
ENSMUSG00000088090,0,0,0,0,0,2,2
ENSMUSG00000088091,0,0,0,0,0,0,0
ENSMUSG00000088093,0,0,0,0,0,0,0
ENSMUSG00000088094,0,0,0,0,0,0,0
ENSMUSG00000088095,0,0,0,0,0,0,0
ENSMUSG00000088096,0,0,0,0,0,0,0
ENSMUSG00000088097,0,0,0,0,0,0,0
ENSMUSG00000088098,0,0,0,0,0,0,0
ENSMUSG00000088099,0,0,0,0,0,0,0
ENSMUSG00000088102,0,0,0,0,0,0,0
ENSMUSG00000088103,0,0,0,0,0,0,0
ENSMUSG00000088104,0,0,0,0,0,0,0
ENSMUSG00000088105,0,0,0,0,0,0,0
ENSMUSG00000088106,0,0,0,0,0,0,0
ENSMUSG00000088108,0,0,0,0,0,0,0
ENSMUSG00000088111,0,0,0,0,0,0,0
ENSMUSG00000088112,0,0,0,0,0,0,0
ENSMUSG00000088113,0,5,0,0,0,0,0
ENSMUSG00000088114,0,0,0,0,0,0,0
ENSMUSG00000088115,0,0,0,0,0,0,0
ENSMUSG00000088116,0,0,0,0,0,0,0
ENSMUSG00000088118,0,0,0,0,0,0,0
ENSMUSG00000088119,10,5,7,0,11,1,0
ENSMUSG00000088121,0,0,0,0,0,0,0
ENSMUSG00000088122,0,0,0,0,0,0,0
ENSMUSG00000088123,0,0,0,0,0,0,0
ENSMUSG00000088124,0,0,0,0,0,0,0
ENSMUSG00000088125,0,0,0,2,0,0,0
ENSMUSG00000088126,0,0,0,0,0,0,0
ENSMUSG00000088128,0,0,0,0,0,0,0
ENSMUSG00000088132,0,0,0,0,0,0,0
ENSMUSG00000088133,0,0,0,0,0,0,0
ENSMUSG00000088134,0,0,0,0,0,0,0
ENSMUSG00000088135,0,0,0,0,0,0,0
ENSMUSG00000088136,0,0,0,0,0,0,0
ENSMUSG00000088138,0,0,0,0,0,0,0
ENSMUSG00000088139,0,0,9,0,0,0,0
ENSMUSG00000088141,0,0,0,0,0,0,0
ENSMUSG00000088143,0,0,0,0,0,0,0
ENSMUSG00000088144,0,0,0,0,0,0,0
ENSMUSG00000088145,0,0,0,0,0,0,0
ENSMUSG00000088146,0,0,0,0,0,0,0
ENSMUSG00000088147,0,0,0,0,0,0,0
ENSMUSG00000088148,0,0,0,0,0,0,0
ENSMUSG00000088149,0,0,0,0,0,0,0
ENSMUSG00000088150,0,0,0,0,0,0,0
ENSMUSG00000088151,0,0,0,0,0,0,0
ENSMUSG00000088152,0,0,0,0,0,0,0
ENSMUSG00000088153,0,0,0,0,0,10,12
ENSMUSG00000088154,0,0,0,0,0,0,0
ENSMUSG00000088155,0,0,0,0,0,0,0
ENSMUSG00000088156,0,0,0,0,0,0,0
ENSMUSG00000088157,0,0,0,0,0,0,0
ENSMUSG00000088158,0,0,0,6,0,0,0
ENSMUSG00000088159,0,0,0,0,0,0,0
ENSMUSG00000088160,0,0,0,0,0,0,0
ENSMUSG00000088161,0,0,0,0,0,0,0
ENSMUSG00000088162,0,0,0,0,0,0,0
ENSMUSG00000088164,0,0,0,0,0,0,0
ENSMUSG00000088165,0,0,0,0,0,0,0
ENSMUSG00000088166,0,0,0,0,0,0,0
ENSMUSG00000088167,0,0,0,0,0,0,0
ENSMUSG00000088168,0,0,0,0,0,0,0
ENSMUSG00000088169,0,0,0,0,0,2,1
ENSMUSG00000088170,0,0,0,0,0,0,0
ENSMUSG00000088171,0,1,10,8,0,0,0
ENSMUSG00000088172,0,0,0,0,0,0,0
ENSMUSG00000088175,0,0,0,0,0,0,0
ENSMUSG00000088176,21,0,0,0,0,13,11
ENSMUSG00000088177,0,0,0,0,0,0,0
ENSMUSG00000088179,0,0,0,0,0,0,0
ENSMUSG00000088180,0,0,0,0,0,0,0
ENSMUSG00000088181,0,0,0,0,0,0,0
ENSMUSG00000088182,0,0,0,0,0,0,0
ENSMUSG00000088183,0,0,0,0,0,0,0
ENSMUSG00000088184,3,0,0,0,0,0,0
ENSMUSG00000088185,12,26,31,0,13,14,13
ENSMUSG00000088187,0,0,0,0,0,0,0
ENSMUSG00000088188,0,0,0,0,2,0,0
ENSMUSG00000088189,0,0,0,0,0,0,0
ENSMUSG00000088191,0,0,0,0,0,0,0
ENSMUSG00000088192,0,0,0,0,0,0,0
ENSMUSG00000088193,0,0,0,0,0,0,0
ENSMUSG00000088194,0,0,0,0,0,0,0
ENSMUSG00000088195,0,0,0,0,0,0,0
ENSMUSG00000088196,0,0,0,0,0,0,0
ENSMUSG00000088197,0,0,0,0,0,0,0
ENSMUSG00000088198,0,0,0,0,0,0,0
ENSMUSG00000088200,0,0,0,0,0,0,0
ENSMUSG00000088201,0,0,0,0,0,0,0
ENSMUSG00000088203,0,0,0,0,0,0,0
ENSMUSG00000088204,0,0,0,0,0,0,0
ENSMUSG00000088205,0,0,0,0,0,0,0
ENSMUSG00000088207,0,0,0,0,0,0,0
ENSMUSG00000088208,6,6,0,0,0,4,4
ENSMUSG00000088209,0,0,0,0,0,0,0
ENSMUSG00000088210,0,0,0,0,0,0,0
ENSMUSG00000088211,0,0,0,0,0,0,0
ENSMUSG00000088212,0,0,0,0,0,0,0
ENSMUSG00000088213,0,0,0,0,0,0,0
ENSMUSG00000088216,0,0,0,0,0,0,0
ENSMUSG00000088217,0,5,0,0,1,7,3
ENSMUSG00000088218,0,0,0,0,0,0,0
ENSMUSG00000088219,0,0,0,0,0,0,0
ENSMUSG00000088220,0,0,0,0,0,0,0
ENSMUSG00000088221,0,0,0,0,0,0,0
ENSMUSG00000088222,0,0,0,0,0,0,0
ENSMUSG00000088223,0,0,0,0,0,0,0
ENSMUSG00000088224,0,0,0,0,0,0,0
ENSMUSG00000088225,1,0,0,0,0,0,0
ENSMUSG00000088226,0,19,0,0,0,0,0
ENSMUSG00000088227,0,0,0,0,0,0,0
ENSMUSG00000088228,0,0,0,0,0,0,0
ENSMUSG00000088229,0,0,0,0,0,0,0
ENSMUSG00000088230,0,0,5,0,0,0,0
ENSMUSG00000088231,0,0,0,0,0,0,0
ENSMUSG00000088232,0,0,0,0,0,0,0
ENSMUSG00000088233,0,0,0,0,0,0,0
ENSMUSG00000088234,0,0,0,0,0,0,0
ENSMUSG00000088236,0,0,0,0,0,0,0
ENSMUSG00000088237,0,0,0,0,0,0,0
ENSMUSG00000088239,0,0,0,0,0,0,0
ENSMUSG00000088240,0,0,0,0,0,0,0
ENSMUSG00000088241,0,0,0,0,0,0,0
ENSMUSG00000088242,0,0,0,0,0,0,0
ENSMUSG00000088243,0,0,0,0,0,0,0
ENSMUSG00000088244,1,0,0,0,0,0,0
ENSMUSG00000088245,0,0,0,0,0,0,0
ENSMUSG00000088246,0,1,0,0,1,0,0
ENSMUSG00000088248,0,0,0,0,0,0,0
ENSMUSG00000088249,0,0,0,0,15,0,0
ENSMUSG00000088250,0,0,0,0,0,0,0
ENSMUSG00000088252,4,1,3,2,2,1,1
ENSMUSG00000088253,0,0,0,0,0,0,0
ENSMUSG00000088254,0,0,8,0,0,0,0
ENSMUSG00000088255,0,0,0,0,0,0,0
ENSMUSG00000088257,0,0,0,0,0,0,0
ENSMUSG00000088258,0,0,0,0,0,0,0
ENSMUSG00000088259,0,0,0,0,0,0,0
ENSMUSG00000088260,0,0,0,0,0,0,0
ENSMUSG00000088261,0,0,0,0,0,0,0
ENSMUSG00000088264,0,0,0,0,0,0,0
ENSMUSG00000088265,0,0,0,0,0,0,0
ENSMUSG00000088266,0,0,0,0,0,0,0
ENSMUSG00000088268,0,0,0,0,0,2,3
ENSMUSG00000088269,0,0,0,0,0,0,0
ENSMUSG00000088270,0,2,0,0,0,0,0
ENSMUSG00000088273,0,0,0,3,0,0,0
ENSMUSG00000088275,0,0,0,0,0,0,0
ENSMUSG00000088276,0,0,0,0,0,0,0
ENSMUSG00000088278,0,0,0,0,0,0,0
ENSMUSG00000088279,0,0,0,0,0,0,0
ENSMUSG00000088280,0,0,0,0,0,0,0
ENSMUSG00000088281,0,0,0,0,0,0,0
ENSMUSG00000088282,0,0,0,0,0,0,0
ENSMUSG00000088283,0,0,0,0,0,0,0
ENSMUSG00000088284,0,0,0,0,0,0,0
ENSMUSG00000088285,0,0,0,0,0,0,0
ENSMUSG00000088286,0,0,0,0,0,0,0
ENSMUSG00000088288,0,0,0,0,0,0,0
ENSMUSG00000088291,0,0,0,0,0,0,0
ENSMUSG00000088293,0,0,0,0,0,0,0
ENSMUSG00000088294,0,0,0,0,0,0,0
ENSMUSG00000088295,0,0,0,0,0,0,0
ENSMUSG00000088296,0,0,0,0,0,0,0
ENSMUSG00000088297,0,0,0,0,0,0,0
ENSMUSG00000088298,0,0,14,0,27,0,0
ENSMUSG00000088299,0,0,0,0,0,0,0
ENSMUSG00000088301,0,0,0,0,0,0,0
ENSMUSG00000088302,0,22,18,22,0,0,0
ENSMUSG00000088303,0,0,0,0,0,0,0
ENSMUSG00000088304,0,0,0,0,0,0,0
ENSMUSG00000088307,0,0,0,0,0,0,0
ENSMUSG00000088308,0,0,0,0,0,0,0
ENSMUSG00000088310,0,0,0,0,0,0,0
ENSMUSG00000088311,0,0,0,0,0,0,0
ENSMUSG00000088312,0,0,0,0,0,0,0
ENSMUSG00000088313,0,0,0,0,0,0,0
ENSMUSG00000088314,0,0,0,0,0,0,0
ENSMUSG00000088317,0,0,0,0,0,0,0
ENSMUSG00000088318,0,0,0,0,0,0,0
ENSMUSG00000088320,0,0,0,0,0,0,0
ENSMUSG00000088322,0,0,0,0,0,0,0
ENSMUSG00000088323,0,0,0,0,0,0,0
ENSMUSG00000088324,0,0,0,0,0,0,0
ENSMUSG00000088325,0,0,0,0,0,0,0
ENSMUSG00000088326,0,0,0,0,0,0,0
ENSMUSG00000088327,0,0,0,0,0,0,0
ENSMUSG00000088329,0,0,0,0,0,0,0
ENSMUSG00000088331,0,0,0,0,0,0,0
ENSMUSG00000088332,0,0,0,0,0,0,0
ENSMUSG00000088333,0,0,0,0,0,0,0
ENSMUSG00000088334,0,0,0,0,0,0,0
ENSMUSG00000088335,0,0,0,0,0,0,0
ENSMUSG00000088337,0,0,0,0,0,0,0
ENSMUSG00000088338,0,0,0,5,0,0,0
ENSMUSG00000088339,0,0,0,0,0,0,0
ENSMUSG00000088340,0,0,0,0,0,0,0
ENSMUSG00000088342,0,0,0,0,0,0,0
ENSMUSG00000088343,0,0,0,0,0,0,0
ENSMUSG00000088344,0,0,0,0,0,0,0
ENSMUSG00000088346,0,0,0,0,0,0,0
ENSMUSG00000088348,0,0,0,0,0,0,0
ENSMUSG00000088349,0,0,0,0,0,0,0
ENSMUSG00000088350,0,0,0,0,0,0,0
ENSMUSG00000088351,0,0,0,0,0,0,0
ENSMUSG00000088352,0,0,0,0,0,0,0
ENSMUSG00000088353,0,0,0,0,0,0,0
ENSMUSG00000088354,0,0,0,0,0,0,0
ENSMUSG00000088356,0,0,0,0,0,0,0
ENSMUSG00000088357,0,0,0,0,0,0,0
ENSMUSG00000088358,0,0,0,0,0,0,0
ENSMUSG00000088359,0,2,1,0,3,3,3
ENSMUSG00000088360,0,0,0,0,0,0,0
ENSMUSG00000088361,0,0,0,0,0,0,0
ENSMUSG00000088362,0,0,0,0,0,0,0
ENSMUSG00000088363,0,0,0,0,0,0,0
ENSMUSG00000088364,0,0,0,0,0,0,0
ENSMUSG00000088365,0,0,0,0,0,0,0
ENSMUSG00000088366,0,0,0,0,0,0,0
ENSMUSG00000088367,0,0,0,0,0,0,0
ENSMUSG00000088368,0,0,0,0,0,0,0
ENSMUSG00000088369,0,0,0,0,0,0,0
ENSMUSG00000088370,0,0,0,0,0,0,0
ENSMUSG00000088371,0,0,0,0,0,3,3
ENSMUSG00000088372,0,0,0,0,0,0,0
ENSMUSG00000088373,0,0,0,0,0,0,0
ENSMUSG00000088374,0,0,0,0,0,0,0
ENSMUSG00000088377,0,0,0,0,0,0,0
ENSMUSG00000088378,0,1,1,0,0,0,0
ENSMUSG00000088379,0,0,0,0,0,0,0
ENSMUSG00000088380,0,0,0,0,0,0,0
ENSMUSG00000088383,0,0,0,0,0,0,0
ENSMUSG00000088384,0,0,0,0,0,0,0
ENSMUSG00000088385,0,0,0,0,0,0,0
ENSMUSG00000088386,0,0,0,0,0,0,0
ENSMUSG00000088387,0,0,0,0,0,0,0
ENSMUSG00000088389,0,0,0,0,0,0,0
ENSMUSG00000088391,0,0,0,0,0,0,0
ENSMUSG00000088392,0,0,0,0,0,0,0
ENSMUSG00000088393,2,0,0,0,0,0,0
ENSMUSG00000088394,0,0,0,0,0,0,0
ENSMUSG00000088395,0,0,0,0,0,0,0
