"","OK1","OK1_2","OK3","OK4","YK1","YK3","YK4"
"ENSMUSG00000100776",0,0,0,0,0,0,0
"ENSMUSG00000100777",0,0,0,0,0,0,0
"ENSMUSG00000100778",0,0,0,0,0,0,0
"ENSMUSG00000100779",0,0,0,0,0,4,0
"ENSMUSG00000100780",0,0,0,0,0,0,0
"ENSMUSG00000100781",0,0,0,0,0,0,0
"ENSMUSG00000100782",0,0,0,0,0,0,0
"ENSMUSG00000100783",0,0,10,0,0,0,15
"ENSMUSG00000100784",0,0,0,0,0,0,0
"ENSMUSG00000100785",0,0,0,0,0,0,0
"ENSMUSG00000100786",0,0,0,0,0,0,11
"ENSMUSG00000100787",0,0,0,0,0,0,0
"ENSMUSG00000100788",0,0,0,0,0,0,0
"ENSMUSG00000100789",0,0,0,0,0,0,0
"ENSMUSG00000100790",0,0,0,0,0,0,0
"ENSMUSG00000100791",0,0,0,0,0,0,0
"ENSMUSG00000100792",0,0,0,0,0,0,0
"ENSMUSG00000100793",0,0,0,0,0,0,0
"ENSMUSG00000100794",0,0,0,0,0,1,0
"ENSMUSG00000100795",0,0,0,0,0,0,0
"ENSMUSG00000100796",0,0,0,0,0,0,0
"ENSMUSG00000100797",0,0,0,0,0,0,0
"ENSMUSG00000100798",0,0,0,0,0,0,0
"ENSMUSG00000100799",0,0,0,0,0,0,0
"ENSMUSG00000100800",0,0,0,0,0,0,0
"ENSMUSG00000100801",0,0,0,0,0,0,0
"ENSMUSG00000100802",0,0,0,0,0,0,0
"ENSMUSG00000100803",0,0,0,0,0,0,0
"ENSMUSG00000100804",0,0,0,0,0,0,0
"ENSMUSG00000100805",0,0,0,0,0,0,0
"ENSMUSG00000100806",0,0,0,0,0,0,0
"ENSMUSG00000100807",0,0,0,0,0,0,0
"ENSMUSG00000100808",0,0,0,0,0,0,0
"ENSMUSG00000100809",0,0,0,0,0,0,0
"ENSMUSG00000100810",0,0,0,0,0,0,0
"ENSMUSG00000100811",0,0,0,0,0,0,18
"ENSMUSG00000100812",0,0,0,0,0,0,0
"ENSMUSG00000100813",6,12,0,0,1,5,31
"ENSMUSG00000100814",0,0,0,0,0,0,0
"ENSMUSG00000100815",27,28,0,0,0,0,0
"ENSMUSG00000100816",0,0,0,0,0,0,0
"ENSMUSG00000100817",0,0,0,0,0,0,0
"ENSMUSG00000100818",0,0,0,0,0,0,0
"ENSMUSG00000100819",4,2,1,1,2,1,4
"ENSMUSG00000100820",0,0,0,0,0,0,0
"ENSMUSG00000100821",0,0,0,0,0,0,0
"ENSMUSG00000100822",0,0,0,0,0,0,0
"ENSMUSG00000100823",0,0,0,0,0,0,0
"ENSMUSG00000100824",0,0,5,0,0,0,0
"ENSMUSG00000100825",0,0,0,0,0,0,0
"ENSMUSG00000100826",27,15,0,29,0,60,119
"ENSMUSG00000100827",0,0,0,0,0,0,0
"ENSMUSG00000100828",0,0,0,0,0,0,0
"ENSMUSG00000100830",0,0,0,0,0,0,0
"ENSMUSG00000100831",0,0,0,0,0,0,0
"ENSMUSG00000100832",0,0,0,0,0,0,0
"ENSMUSG00000100833",19,33,0,0,0,5,1
"ENSMUSG00000100834",0,0,0,0,0,0,0
"ENSMUSG00000100835",0,0,0,0,0,0,0
"ENSMUSG00000100836",0,0,0,0,0,0,0
"ENSMUSG00000100837",0,0,0,0,0,0,0
"ENSMUSG00000100838",0,0,0,0,0,0,0
"ENSMUSG00000100839",52,62,48,57,77,51,64
"ENSMUSG00000100841",0,0,0,0,0,0,0
"ENSMUSG00000100842",0,0,0,0,0,0,0
"ENSMUSG00000100843",0,0,0,0,0,0,0
"ENSMUSG00000100844",0,0,0,0,0,0,0
"ENSMUSG00000100845",0,0,0,0,0,0,0
"ENSMUSG00000100846",0,0,0,0,0,0,0
"ENSMUSG00000100847",0,0,0,0,0,0,0
"ENSMUSG00000100848",0,0,0,0,0,0,0
"ENSMUSG00000100849",0,0,0,0,0,0,0
"ENSMUSG00000100850",0,0,0,0,0,0,0
"ENSMUSG00000100851",0,0,0,0,0,0,0
"ENSMUSG00000100852",0,0,0,0,0,0,0
"ENSMUSG00000100853",0,0,0,0,0,0,0
"ENSMUSG00000100854",0,0,0,0,0,0,0
"ENSMUSG00000100855",8,8,0,0,44,0,5
"ENSMUSG00000100856",0,0,0,0,0,0,0
"ENSMUSG00000100857",0,0,0,0,0,0,0
"ENSMUSG00000100858",0,0,0,0,0,0,0
"ENSMUSG00000100859",0,0,0,0,0,0,0
"ENSMUSG00000100860",0,0,0,0,13,4,0
"ENSMUSG00000100861",0,0,0,0,0,0,0
"ENSMUSG00000100862",10,2,3,5,13,21,7
"ENSMUSG00000100863",1874,1769,2190,2075,2752,2008,2024
"ENSMUSG00000100864",0,0,0,0,0,0,0
"ENSMUSG00000100865",1,2,4,6,2,1,5
"ENSMUSG00000100866",0,0,0,0,0,0,0
"ENSMUSG00000100867",0,0,0,1,0,0,0
"ENSMUSG00000100868",0,0,0,0,0,0,0
"ENSMUSG00000100869",0,0,0,0,0,0,0
"ENSMUSG00000100870",0,0,0,0,0,0,0
"ENSMUSG00000100871",0,0,0,0,0,0,0
"ENSMUSG00000100872",0,0,0,0,0,0,0
"ENSMUSG00000100873",0,0,0,0,0,0,0
"ENSMUSG00000100874",0,0,0,0,0,0,0
"ENSMUSG00000100875",0,0,0,0,0,0,0
"ENSMUSG00000100876",151,144,119,319,90,115,285
"ENSMUSG00000100877",0,0,0,0,0,0,0
"ENSMUSG00000100878",0,0,0,0,0,0,0
"ENSMUSG00000100879",0,0,0,0,0,0,0
"ENSMUSG00000100880",19,16,32,51,22,36,68
"ENSMUSG00000100881",0,0,0,0,0,0,0
"ENSMUSG00000100882",0,0,0,0,0,0,0
"ENSMUSG00000100883",0,0,0,0,0,0,0
"ENSMUSG00000100884",0,0,0,0,0,0,0
"ENSMUSG00000100885",0,0,0,0,0,0,0
"ENSMUSG00000100886",0,0,0,0,0,0,0
"ENSMUSG00000100887",0,0,0,0,0,0,0
"ENSMUSG00000100888",0,0,0,0,0,0,0
"ENSMUSG00000100889",0,0,0,0,0,0,0
"ENSMUSG00000100890",0,0,0,0,0,0,0
"ENSMUSG00000100891",0,0,0,0,0,0,39
"ENSMUSG00000100892",0,0,0,0,0,0,0
"ENSMUSG00000100893",0,0,0,0,0,0,0
"ENSMUSG00000100894",0,0,0,0,0,0,0
"ENSMUSG00000100895",0,0,0,0,0,0,0
"ENSMUSG00000100896",0,0,0,0,0,0,0
"ENSMUSG00000100897",0,0,0,0,0,0,0
"ENSMUSG00000100898",0,0,0,0,0,0,0
"ENSMUSG00000100899",0,0,0,0,0,0,0
"ENSMUSG00000100900",0,0,0,0,0,0,0
"ENSMUSG00000100901",63,61,0,0,1,0,23
"ENSMUSG00000100902",0,0,0,0,0,0,0
"ENSMUSG00000100903",0,0,0,0,0,0,0
"ENSMUSG00000100904",0,0,0,0,0,0,0
"ENSMUSG00000100905",0,0,0,5,0,0,0
"ENSMUSG00000100906",0,0,0,0,0,0,0
"ENSMUSG00000100907",0,0,0,0,0,0,0
"ENSMUSG00000100908",0,0,0,0,0,0,0
"ENSMUSG00000100909",0,0,0,0,0,0,0
"ENSMUSG00000100910",0,0,0,0,0,0,0
"ENSMUSG00000100911",11,9,24,14,0,0,11
"ENSMUSG00000100912",0,0,0,0,0,0,0
"ENSMUSG00000100913",1,0,0,0,0,0,0
"ENSMUSG00000100914",0,0,0,0,0,0,0
"ENSMUSG00000100915",0,0,0,0,0,0,0
"ENSMUSG00000100916",0,0,0,0,0,0,0
"ENSMUSG00000100917",0,0,0,0,0,0,0
"ENSMUSG00000100918",0,0,0,0,0,0,0
"ENSMUSG00000100919",0,0,0,0,0,0,0
"ENSMUSG00000100920",0,0,0,0,0,0,0
"ENSMUSG00000100922",1,1,1,0,0,2,0
"ENSMUSG00000100923",0,0,0,0,0,0,0
"ENSMUSG00000100924",0,0,0,0,0,0,0
"ENSMUSG00000100925",0,0,0,0,0,0,0
"ENSMUSG00000100926",0,0,0,0,0,0,0
"ENSMUSG00000100927",0,0,1,0,0,0,3
"ENSMUSG00000100928",0,0,0,0,0,0,0
"ENSMUSG00000100929",0,0,0,0,0,0,0
"ENSMUSG00000100930",0,0,0,0,0,0,0
"ENSMUSG00000100931",0,0,0,4,13,13,0
"ENSMUSG00000100932",0,0,1,0,4,0,0
"ENSMUSG00000100933",0,0,0,0,0,0,0
"ENSMUSG00000100934",0,0,0,0,0,0,0
"ENSMUSG00000100935",0,0,0,0,0,0,0
"ENSMUSG00000100936",0,0,0,0,0,0,0
"ENSMUSG00000100937",7,11,14,1,0,0,26
"ENSMUSG00000100938",0,0,0,0,0,0,0
"ENSMUSG00000100939",0,0,0,0,0,0,0
"ENSMUSG00000100940",0,0,0,0,0,0,0
"ENSMUSG00000100941",0,0,0,0,0,0,0
"ENSMUSG00000100942",0,0,0,0,0,0,0
"ENSMUSG00000100943",0,0,0,0,0,0,0
"ENSMUSG00000100944",0,0,0,0,0,0,0
"ENSMUSG00000100945",0,0,0,0,0,0,0
"ENSMUSG00000100946",0,0,0,0,0,0,0
"ENSMUSG00000100947",0,0,0,0,0,0,0
"ENSMUSG00000100948",0,0,0,0,0,0,0
"ENSMUSG00000100949",0,0,0,0,0,0,0
"ENSMUSG00000100950",0,0,0,0,0,0,0
"ENSMUSG00000100951",0,0,0,0,0,0,0
"ENSMUSG00000100952",0,0,0,0,0,0,0
"ENSMUSG00000100953",0,0,0,0,0,0,0
"ENSMUSG00000100954",201,203,110,134,62,125,203
"ENSMUSG00000100955",0,0,0,0,0,0,0
"ENSMUSG00000100956",0,0,0,0,0,0,0
"ENSMUSG00000100957",0,0,0,0,0,0,0
"ENSMUSG00000100958",0,0,0,0,0,0,0
"ENSMUSG00000100959",0,0,0,0,0,0,0
"ENSMUSG00000100960",0,0,0,0,0,0,0
"ENSMUSG00000100961",0,0,0,0,0,0,0
"ENSMUSG00000100962",0,0,0,0,0,0,0
"ENSMUSG00000100963",0,0,0,0,0,0,0
"ENSMUSG00000100964",0,0,0,0,0,0,0
"ENSMUSG00000100965",0,0,0,0,0,0,0
"ENSMUSG00000100966",0,0,0,0,0,0,0
"ENSMUSG00000100967",23,24,174,33,0,6,95
"ENSMUSG00000100968",0,0,0,0,0,0,0
"ENSMUSG00000100969",0,0,0,0,0,0,0
"ENSMUSG00000100970",0,0,0,0,0,0,0
"ENSMUSG00000100971",0,0,0,0,0,0,0
"ENSMUSG00000100972",0,0,0,0,0,0,0
"ENSMUSG00000100973",0,0,0,0,0,0,0
"ENSMUSG00000100974",0,0,0,0,0,0,0
"ENSMUSG00000100975",240,254,182,271,134,229,274
"ENSMUSG00000100976",0,0,0,0,0,0,0
"ENSMUSG00000100977",0,0,0,0,0,0,0
"ENSMUSG00000100978",0,0,0,0,0,0,0
"ENSMUSG00000100979",0,0,0,0,0,0,0
"ENSMUSG00000100980",0,0,0,0,0,0,0
"ENSMUSG00000100981",0,0,0,0,0,0,0
"ENSMUSG00000100982",0,0,0,0,0,0,0
"ENSMUSG00000100983",0,0,0,0,0,0,0
"ENSMUSG00000100984",0,0,0,0,0,0,0
"ENSMUSG00000100985",0,0,1,0,0,0,6
"ENSMUSG00000100986",0,0,0,0,0,0,0
"ENSMUSG00000100987",0,0,0,0,0,0,0
"ENSMUSG00000100988",0,0,0,0,0,0,0
"ENSMUSG00000100989",0,0,0,0,0,0,0
"ENSMUSG00000100990",0,0,0,0,0,0,0
"ENSMUSG00000100991",0,0,0,0,0,0,0
"ENSMUSG00000100992",0,0,0,0,0,0,0
"ENSMUSG00000100993",0,0,0,0,0,0,0
"ENSMUSG00000100994",0,0,0,0,0,0,0
"ENSMUSG00000100995",0,0,0,0,0,0,0
"ENSMUSG00000100996",0,0,0,0,0,0,0
"ENSMUSG00000100997",0,0,0,0,0,0,0
"ENSMUSG00000100998",0,0,0,0,0,0,0
"ENSMUSG00000100999",0,0,0,0,0,0,0
"ENSMUSG00000101000",0,0,0,0,0,0,0
"ENSMUSG00000101001",0,0,0,0,0,0,0
"ENSMUSG00000101002",0,0,0,0,0,0,0
"ENSMUSG00000101003",0,0,0,0,0,0,0
"ENSMUSG00000101004",0,0,0,0,0,0,0
"ENSMUSG00000101005",0,0,0,0,0,0,0
"ENSMUSG00000101006",0,0,0,0,0,0,0
"ENSMUSG00000101007",0,0,0,0,0,0,0
"ENSMUSG00000101008",0,0,0,0,0,0,6
"ENSMUSG00000101009",18,14,2,0,0,0,22
"ENSMUSG00000101010",0,0,0,0,0,0,0
"ENSMUSG00000101011",0,0,0,0,0,0,0
"ENSMUSG00000101012",0,0,0,0,0,0,0
"ENSMUSG00000101013",37,33,23,9,38,25,18
"ENSMUSG00000101014",0,0,0,0,0,0,0
"ENSMUSG00000101015",0,0,0,0,0,0,0
"ENSMUSG00000101016",0,0,0,0,0,0,0
"ENSMUSG00000101017",0,0,0,0,0,0,0
"ENSMUSG00000101018",0,0,0,0,0,0,0
"ENSMUSG00000101019",0,0,0,0,0,0,0
"ENSMUSG00000101020",0,0,0,0,0,0,0
"ENSMUSG00000101021",0,0,0,0,0,0,0
"ENSMUSG00000101022",0,0,0,0,0,0,0
"ENSMUSG00000101023",0,0,0,0,0,0,0
"ENSMUSG00000101024",0,0,0,0,0,0,0
"ENSMUSG00000101025",0,0,0,0,0,0,0
"ENSMUSG00000101026",76,78,193,250,68,150,248
"ENSMUSG00000101027",0,0,0,0,0,0,0
"ENSMUSG00000101028",0,0,0,0,0,0,0
"ENSMUSG00000101029",0,0,0,0,0,0,0
"ENSMUSG00000101030",0,0,0,0,0,0,0
"ENSMUSG00000101031",0,0,0,0,0,0,0
"ENSMUSG00000101032",0,0,0,0,0,0,0
"ENSMUSG00000101033",0,0,0,0,0,0,0
"ENSMUSG00000101034",0,0,0,0,0,0,0
"ENSMUSG00000101035",0,0,0,0,0,0,0
"ENSMUSG00000101036",0,0,0,0,0,0,0
"ENSMUSG00000101037",16,20,37,21,0,30,1
"ENSMUSG00000101038",0,0,0,0,0,0,0
"ENSMUSG00000101039",0,0,0,0,0,0,0
"ENSMUSG00000101040",0,0,0,0,0,0,0
"ENSMUSG00000101041",0,0,0,0,0,0,0
"ENSMUSG00000101042",0,0,0,0,0,0,0
"ENSMUSG00000101043",0,0,0,0,0,0,0
"ENSMUSG00000101044",0,0,0,0,0,0,0
"ENSMUSG00000101045",0,0,0,0,0,0,0
"ENSMUSG00000101046",0,0,0,0,0,0,0
"ENSMUSG00000101049",2,0,0,1,1,1,1
"ENSMUSG00000101050",0,0,0,0,0,0,0
"ENSMUSG00000101051",0,0,0,0,0,0,0
"ENSMUSG00000101052",0,0,0,0,0,0,0
"ENSMUSG00000101053",0,0,3,0,0,0,0
"ENSMUSG00000101054",0,0,0,0,0,0,0
"ENSMUSG00000101055",0,0,0,0,0,0,0
"ENSMUSG00000101056",0,0,0,0,0,0,0
"ENSMUSG00000101057",0,0,0,0,0,0,0
"ENSMUSG00000101058",0,0,0,0,0,0,0
"ENSMUSG00000101059",27,22,9,19,32,14,106
"ENSMUSG00000101060",0,0,0,0,0,0,0
"ENSMUSG00000101061",0,0,0,0,0,0,0
"ENSMUSG00000101062",0,0,0,0,0,0,0
"ENSMUSG00000101063",0,0,0,0,0,0,0
"ENSMUSG00000101064",0,0,0,0,0,0,0
"ENSMUSG00000101065",0,0,0,0,0,0,0
"ENSMUSG00000101066",0,0,0,0,0,0,0
"ENSMUSG00000101067",0,0,0,0,0,0,0
"ENSMUSG00000101068",0,0,0,0,0,0,0
"ENSMUSG00000101069",0,0,0,0,0,0,0
"ENSMUSG00000101070",0,0,0,0,0,0,0
"ENSMUSG00000101071",0,0,0,0,0,0,0
"ENSMUSG00000101072",0,0,0,0,0,0,0
"ENSMUSG00000101073",0,0,0,0,0,0,0
"ENSMUSG00000101074",0,0,0,0,0,0,0
"ENSMUSG00000101075",0,0,0,0,0,0,0
"ENSMUSG00000101076",0,0,0,0,0,0,0
"ENSMUSG00000101077",0,0,0,0,0,0,0
"ENSMUSG00000101078",0,0,0,0,0,0,0
"ENSMUSG00000101079",0,0,0,0,0,0,0
"ENSMUSG00000101080",0,0,0,0,0,0,0
"ENSMUSG00000101081",0,0,0,0,0,0,0
"ENSMUSG00000101082",0,0,0,0,0,0,0
"ENSMUSG00000101083",0,0,0,0,0,0,0
"ENSMUSG00000101084",0,0,0,0,0,0,0
"ENSMUSG00000101085",0,0,0,0,0,0,0
"ENSMUSG00000101086",0,0,0,0,0,0,0
"ENSMUSG00000101087",0,0,0,0,0,0,0
"ENSMUSG00000101088",0,0,0,0,0,0,0
"ENSMUSG00000101089",12,28,27,4,19,19,22
"ENSMUSG00000101090",0,0,0,0,0,0,0
"ENSMUSG00000101091",0,0,0,0,0,0,0
"ENSMUSG00000101092",0,0,0,0,0,0,0
"ENSMUSG00000101093",0,0,0,0,0,0,0
"ENSMUSG00000101094",0,0,0,0,0,0,0
"ENSMUSG00000101095",0,0,0,0,0,0,0
"ENSMUSG00000101096",0,0,0,0,0,0,0
"ENSMUSG00000101097",0,0,0,0,0,0,0
"ENSMUSG00000101098",0,0,0,0,0,0,0
"ENSMUSG00000101099",0,0,0,0,0,0,0
"ENSMUSG00000101100",0,0,0,0,0,0,0
"ENSMUSG00000101101",0,0,0,0,0,0,0
"ENSMUSG00000101102",4,3,1,0,3,3,15
"ENSMUSG00000101103",0,0,0,0,0,0,0
"ENSMUSG00000101104",0,0,0,0,0,0,0
"ENSMUSG00000101105",0,0,0,0,0,0,0
"ENSMUSG00000101106",0,0,0,0,0,0,0
"ENSMUSG00000101107",0,0,0,0,0,0,0
"ENSMUSG00000101108",0,0,0,0,0,0,0
"ENSMUSG00000101109",0,0,0,0,0,0,0
"ENSMUSG00000101110",0,0,0,0,0,0,0
"ENSMUSG00000101111",9,6,6,7,21,15,15
"ENSMUSG00000101112",0,0,0,0,0,0,0
"ENSMUSG00000101113",0,0,7,0,0,0,0
"ENSMUSG00000101114",0,0,0,0,0,0,0
"ENSMUSG00000101115",0,0,0,0,0,0,0
"ENSMUSG00000101116",0,0,0,0,0,0,0
"ENSMUSG00000101117",0,0,0,0,0,0,0
"ENSMUSG00000101118",0,0,0,0,0,0,0
"ENSMUSG00000101119",0,0,0,0,0,0,0
"ENSMUSG00000101120",0,0,0,0,0,0,0
"ENSMUSG00000101122",69,75,141,200,129,100,376
"ENSMUSG00000101123",0,0,0,0,0,0,0
"ENSMUSG00000101124",0,0,0,0,0,0,0
"ENSMUSG00000101125",0,0,0,0,0,0,0
"ENSMUSG00000101126",0,0,0,0,0,0,0
"ENSMUSG00000101127",0,0,0,0,0,0,0
"ENSMUSG00000101128",0,0,0,0,0,0,0
"ENSMUSG00000101129",0,0,0,0,0,0,0
"ENSMUSG00000101130",1,0,0,2,1,2,2
"ENSMUSG00000101131",0,0,0,0,0,0,0
"ENSMUSG00000101132",13,10,6,3,7,39,11
"ENSMUSG00000101133",12,11,0,0,0,0,0
"ENSMUSG00000101134",0,0,0,0,0,0,0
"ENSMUSG00000101135",0,0,0,0,0,0,0
"ENSMUSG00000101136",2,0,0,0,0,0,0
"ENSMUSG00000101137",0,0,0,0,0,0,0
"ENSMUSG00000101138",0,0,0,0,0,0,0
"ENSMUSG00000101139",0,0,0,0,0,0,0
"ENSMUSG00000101140",0,0,0,0,0,0,0
"ENSMUSG00000101141",0,0,0,0,0,0,0
"ENSMUSG00000101142",0,0,0,0,0,0,0
"ENSMUSG00000101143",0,0,0,0,0,0,0
"ENSMUSG00000101144",0,0,0,0,0,0,0
"ENSMUSG00000101145",0,0,0,0,0,0,0
"ENSMUSG00000101146",0,0,0,0,0,0,0
"ENSMUSG00000101147",0,0,0,0,0,0,0
"ENSMUSG00000101148",0,0,0,0,0,0,0
"ENSMUSG00000101149",0,0,0,0,0,0,0
"ENSMUSG00000101150",0,0,0,0,0,0,0
"ENSMUSG00000101151",0,0,0,0,0,0,0
"ENSMUSG00000101152",0,0,0,0,0,0,0
"ENSMUSG00000101153",0,0,0,0,0,0,0
"ENSMUSG00000101154",0,0,0,0,0,0,0
"ENSMUSG00000101155",0,0,0,0,0,0,0
"ENSMUSG00000101156",37,26,0,0,56,0,0
"ENSMUSG00000101157",0,0,0,0,0,0,0
"ENSMUSG00000101158",0,0,0,0,0,0,0
"ENSMUSG00000101159",0,0,0,0,0,0,0
"ENSMUSG00000101160",0,0,0,0,0,0,0
"ENSMUSG00000101161",0,0,0,0,0,0,0
"ENSMUSG00000101162",0,0,2,0,4,1,1
"ENSMUSG00000101163",0,0,0,0,0,0,0
"ENSMUSG00000101164",0,0,0,0,0,0,0
"ENSMUSG00000101166",3,2,0,13,0,24,0
"ENSMUSG00000101167",80,68,57,59,54,63,50
"ENSMUSG00000101168",0,0,0,0,0,0,0
"ENSMUSG00000101170",0,0,0,0,0,0,0
"ENSMUSG00000101171",29,35,19,30,23,19,31
"ENSMUSG00000101172",0,0,0,0,0,0,0
"ENSMUSG00000101173",0,0,0,0,0,0,0
"ENSMUSG00000101174",34,23,13,29,69,19,73
"ENSMUSG00000101176",0,0,0,0,18,0,0
"ENSMUSG00000101177",0,0,0,0,0,0,0
"ENSMUSG00000101178",0,0,0,0,0,0,0
"ENSMUSG00000101179",0,0,0,0,0,0,0
"ENSMUSG00000101180",0,0,0,0,0,0,0
"ENSMUSG00000101181",0,0,0,0,0,0,0
"ENSMUSG00000101182",0,0,0,0,0,0,0
"ENSMUSG00000101183",0,0,0,0,0,0,0
"ENSMUSG00000101184",0,0,0,0,0,0,0
"ENSMUSG00000101185",0,0,0,0,0,0,0
"ENSMUSG00000101186",0,0,0,0,0,0,0
"ENSMUSG00000101188",10372,9753,11456,17117,9156,11691,14321
"ENSMUSG00000101189",0,0,0,0,0,0,0
"ENSMUSG00000101190",0,0,0,0,0,0,0
"ENSMUSG00000101191",29,25,31,74,40,39,43
"ENSMUSG00000101192",0,0,0,0,0,0,0
"ENSMUSG00000101193",0,0,0,0,0,0,0
"ENSMUSG00000101194",0,0,0,0,0,0,0
"ENSMUSG00000101195",0,0,0,0,0,0,0
"ENSMUSG00000101196",0,0,0,0,0,0,0
"ENSMUSG00000101197",0,0,0,0,0,0,0
"ENSMUSG00000101198",0,0,0,0,0,0,0
"ENSMUSG00000101199",0,0,0,0,0,0,0
"ENSMUSG00000101200",0,0,0,0,0,0,0
"ENSMUSG00000101201",0,0,0,0,0,0,0
"ENSMUSG00000101202",0,0,0,0,0,0,0
"ENSMUSG00000101203",0,0,0,0,0,0,0
"ENSMUSG00000101204",0,0,0,0,0,0,0
"ENSMUSG00000101205",0,0,0,0,0,0,0
"ENSMUSG00000101206",0,0,0,0,0,0,0
"ENSMUSG00000101207",0,0,0,0,0,0,0
"ENSMUSG00000101208",0,0,0,0,0,0,0
"ENSMUSG00000101209",3,3,3,4,1,5,2
"ENSMUSG00000101210",0,0,0,10,15,0,5
"ENSMUSG00000101211",0,0,0,0,0,0,0
"ENSMUSG00000101212",0,0,0,0,0,0,0
"ENSMUSG00000101213",0,0,0,0,0,0,0
"ENSMUSG00000101214",0,0,1,0,0,0,0
"ENSMUSG00000101215",0,0,0,0,0,0,0
"ENSMUSG00000101216",0,0,0,0,0,0,0
"ENSMUSG00000101218",0,0,0,0,0,0,0
"ENSMUSG00000101219",0,0,0,0,0,0,2
"ENSMUSG00000101220",0,0,0,0,0,0,0
"ENSMUSG00000101221",0,0,0,0,0,0,0
"ENSMUSG00000101222",0,0,0,0,0,0,0
"ENSMUSG00000101223",0,0,0,0,0,0,0
"ENSMUSG00000101224",6,3,0,0,0,0,0
"ENSMUSG00000101225",97,83,137,320,39,100,85
"ENSMUSG00000101226",0,0,0,0,0,0,0
"ENSMUSG00000101227",0,0,0,0,0,0,0
"ENSMUSG00000101228",0,0,0,0,0,0,0
"ENSMUSG00000101229",0,0,0,0,0,0,0
"ENSMUSG00000101230",0,0,0,0,0,0,0
"ENSMUSG00000101231",0,0,0,0,0,0,0
"ENSMUSG00000101232",0,0,0,0,0,0,0
"ENSMUSG00000101233",0,0,0,0,0,0,0
"ENSMUSG00000101234",0,0,0,0,0,0,0
"ENSMUSG00000101235",0,0,0,0,0,0,0
"ENSMUSG00000101236",0,0,0,0,0,0,0
"ENSMUSG00000101237",0,0,0,0,0,0,0
"ENSMUSG00000101238",0,0,0,0,0,0,0
"ENSMUSG00000101239",0,0,0,0,0,0,0
"ENSMUSG00000101240",0,0,0,0,0,0,0
"ENSMUSG00000101241",0,0,0,0,0,0,0
"ENSMUSG00000101242",0,0,0,0,0,0,0
"ENSMUSG00000101243",0,0,0,0,0,0,0
"ENSMUSG00000101244",0,0,0,0,0,0,0
"ENSMUSG00000101245",0,0,0,0,0,0,0
"ENSMUSG00000101246",0,0,0,0,0,0,0
"ENSMUSG00000101247",0,0,0,0,0,0,0
"ENSMUSG00000101248",0,0,0,0,0,0,0
"ENSMUSG00000101249",1,0,3,0,11,14,17
"ENSMUSG00000101250",0,0,0,0,0,0,0
"ENSMUSG00000101251",0,0,0,0,0,0,0
"ENSMUSG00000101252",0,0,0,0,0,0,0
"ENSMUSG00000101253",0,0,0,0,0,0,0
"ENSMUSG00000101254",0,0,0,0,0,0,0
"ENSMUSG00000101255",0,0,0,0,0,0,0
"ENSMUSG00000101256",0,0,0,0,0,0,0
"ENSMUSG00000101257",0,0,0,0,0,0,0
"ENSMUSG00000101258",0,0,0,7,0,1,0
"ENSMUSG00000101259",0,0,0,0,0,0,0
"ENSMUSG00000101260",0,0,0,0,0,0,0
"ENSMUSG00000101261",0,0,0,0,0,0,0
"ENSMUSG00000101262",3,4,4,7,4,10,8
"ENSMUSG00000101263",0,0,0,0,0,0,0
"ENSMUSG00000101264",0,0,0,0,0,0,0
"ENSMUSG00000101265",0,0,0,0,0,0,0
"ENSMUSG00000101266",0,0,0,0,0,0,0
"ENSMUSG00000101267",0,0,0,0,0,0,0
"ENSMUSG00000101268",0,0,0,9,0,0,1
"ENSMUSG00000101270",0,0,0,0,0,0,0
"ENSMUSG00000101271",0,0,0,0,0,0,0
"ENSMUSG00000101272",0,0,0,0,0,0,0
"ENSMUSG00000101273",0,0,0,0,0,0,0
"ENSMUSG00000101274",0,0,0,0,0,0,0
"ENSMUSG00000101275",0,0,0,0,0,0,0
"ENSMUSG00000101276",0,0,0,0,0,0,0
"ENSMUSG00000101277",0,0,0,0,0,0,0
"ENSMUSG00000101278",0,0,0,0,0,0,0
"ENSMUSG00000101279",0,0,0,0,0,0,0
"ENSMUSG00000101280",0,0,0,0,0,0,0
"ENSMUSG00000101281",1,1,2,5,4,3,5
"ENSMUSG00000101282",0,0,0,0,0,0,0
"ENSMUSG00000101283",0,0,0,0,0,0,0
"ENSMUSG00000101284",0,0,0,0,0,0,0
"ENSMUSG00000101285",0,0,0,0,0,0,0
"ENSMUSG00000101286",0,0,0,0,0,0,0
"ENSMUSG00000101287",0,0,0,0,0,0,0
"ENSMUSG00000101288",0,0,0,0,0,0,0
"ENSMUSG00000101289",0,0,0,0,0,0,0
"ENSMUSG00000101290",0,0,0,0,0,0,0
"ENSMUSG00000101291",0,0,0,0,0,0,0
"ENSMUSG00000101292",0,0,0,0,0,0,0
"ENSMUSG00000101294",0,0,0,0,0,0,0
"ENSMUSG00000101295",0,0,0,0,0,0,0
"ENSMUSG00000101296",0,0,0,0,0,0,0
"ENSMUSG00000101297",0,0,0,0,0,0,0
"ENSMUSG00000101298",0,0,0,0,0,0,0
"ENSMUSG00000101299",0,0,0,0,0,0,0
"ENSMUSG00000101300",0,0,0,0,0,0,0
"ENSMUSG00000101301",0,0,0,0,0,0,0
"ENSMUSG00000101302",0,0,0,0,0,0,0
"ENSMUSG00000101303",0,0,0,0,0,0,0
"ENSMUSG00000101304",62,62,97,63,102,47,64
